code,created_t,product_name,quantity,product_quantity,serving_size,serving_quantity,brands,categories,labels,emb_codes,ingredients_text,ingredients_tags,nutriscore_grade,nutriscore_score,categories_tags,labels_tags,countries_tags,no_nutrition_data,added-sugars_100g,alcohol_100g,alpha-linolenic-acid_100g,biotin_100g,caffeine_100g,calcium_100g,carbohydrates-total_100g,carbohydrates_100g,cholesterol_100g,choline_100g,chromium_100g,copper_100g,docosahexaenoic-acid_100g,eicosapentaenoic-acid_100g,energy-kcal_100g,energy-kj_100g,energy_100g,fat_100g,fiber_100g,fructose_100g,fruits-vegetables-legumes-estimate-from-ingredients_100g,fruits-vegetables-legumes_100g,fruits-vegetables-nuts-estimate-from-ingredients_100g,fruits-vegetables-nuts_100g,glucose_100g,glycemic-index_100g,iodine_100g,iron_100g,magnesium_100g,maltose_100g,manganese_100g,monounsaturated-fat_100g,nova-group_100g,nutrition-score-fr_100g,omega-3-fat_100g,omega-6-fat_100g,pantothenic-acid_100g,phosphorus_100g,polyols_100g,polyunsaturated-fat_100g,potassium_100g,proteins_100g,salt_100g,saturated-fat_100g,selenium_100g,sodium_100g,starch_100g,sucrose_100g,sugars_100g,taurine_100g,trans-fat_100g,vitamin-a_100g,vitamin-b12_100g,vitamin-b1_100g,vitamin-b2_100g,vitamin-b6_100g,vitamin-b9_100g,vitamin-c_100g,vitamin-d_100g,vitamin-e_100g,vitamin-k_100g,vitamin-pp_100g,zinc_100g
00000037,1551029683,Sea Moss Gummies,1.5 kg,1500,2g,2,Just Nutrients,,en:no-gluten,,"Glucose Syrup, Sugar, Water, Citric Acid, Pectin, Natural Flavors, Sodium Citrate, Coconut Oil, Carnauba Wax","en:glucose-syrup,en:added-sugar,en:monosaccharide,en:glucose,en:sugar,en:disaccharide,en:water,en:e330,en:e440a,en:natural-flavouring,en:flavouring,en:sodium-citrate,en:minerals,en:sodium,en:coconut-oil,en:oil-and-fat,en:vegetable-oil-and-fat,en:vegetable-oil,en:e903",unknown,,,en:no-gluten,en:selestosina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000038,1535603981,Madeleines,,,,,Bijou,"Snacks, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Madeleines",,,,,unknown,,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:madeleines",,en:france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000039,1537945936,Yerba Mate,1 kg,1000,33g,33,microingredients,,,,"Nutrition Facts 20 servings per container Serving size (1.7oz.) in 16.9 fl.oz.water Amount per serving Calories 21 Total Carbohydrate 4.7mg Protein 0.6g Total Fat Og % Daily Value* 2% 1% 0% Saturated Fat Og Trans Fat Og Dietary Fiber Og 0% 0% 0% Sodium 6mg Percent Daily Values are based on a 2,000 calories diet. Nutrition Facts Valeur nutritive Per 250 ml brewed mate (from 60 g dry leaves) pour 250 ml de maté infusé (à partir de 60 g de feuilles sèches) Amount Teneur % Daily Value Calories/Calories Fat/Lipides Sodium/Sodium Carbohydrate/Glucides 6 g % valeur quotídien ne 0% 2% 25 Og 10 mg 0% 1g Sugars/Sucres Protein/Protéines. Source négligeable de lipides saturés, lipides trans, cholestérol, fibres, vitamine A, vitamine C, calcium et fer. gg 210","es:nutrition-facts-20-servings-per-container-serving-size,es:in-16-9-fl-oz-water-amount-per-serving-calories-21-total-carbohydrate-4-7mg-protein-0-6g-total-fat-og-daily-value-2-1-0-saturated-fat-og-trans-fat-og-dietary-fiber-og-0-0-0-sodium-6mg-percent-daily-values-are-based-on-a-2-000-calories-diet,es:nutrition-facts-valeur-nutritive-per-250-ml-brewed-mate,es:pour-250-ml-de-mate-infuse,es:amount-teneur-daily-value-calories,es:calories-fat,es:lipides-sodium,es:sodium-carbohydrate,es:glucides-6-g-valeur-quotidien-ne-0-2-25-og-10-mg-0-1g-sugars,es:sucres-protein,es:proteines,es:source-negligeable-de-lipides-satures,es:lipides-trans,es:cholesterol,es:fibres,es:vitamine-a,es:vitamine-c,es:calcium-et-fer,es:gg-210,es:1-7oz,es:from-60-g-dry-leaves,es:a-partir-de-60-g-de-feuilles-seches",unknown,,,,en:france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000040,1727434748,scourban Plus 100 ml,,,8.0g,8,Amazing grass,,,,,,unknown,,,,en:ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000041,1550327324,Confiture de Grenade aux fruits secs Rihana,250g,250,0g,0,Hua Lian Food,"Plant-based foods and beverages, Plant-based foods, Pastas",,,,,a,-4,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:pastas",,"en:germany,en:spain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000042,1635498273,Multivitamins & Minerals,180 comprimés,0,100.0g,100,Seara,"Compléments alimentaires, Vitamines","Végétarien, Sans OGM, Végétalien",,"La cellulose Microcristalline, Maltodextrine, Calcium (Carbonate de Calcium), Vitamine C (Acide ascorbique), Magnésium (0xyde de Magnésium), Fécule de maïis, Vitamine B3 (Nicotinamide), Fer (Fumarate Ferreux), Vitamine E (D-a Acétate de tocophéryle), Palmitate d'ascorbyle, Zinc (0xyde de Zinc), Vitamine B5 (Pantothénate de D-Calcium), Vitamine B2 (Riboflavine), Vitamine B6 (Le Chlorhydrate de Pyridoxine), Manganèse (Sulfate de manganèse), Vitamine B1 (Chlorhydrate de Thiamine). Cuivre (Gluconate cuivrique), Vitamine A (Acétate de Rétinyle), Acide folique, lode (lodure de potassium), Vitamine K2 (Menaquinone-7), Sélénium (Sélénite de sodium), Vitamine B12 (Méthyl cobalamine), Biotine, Molybdène (Molybdate de Sodium), Chrome (Picolinate de chrome), Vitamine D3 (Cholécalciférol). Stabilisateurs: Polyvinylpyrrolidone K 30, Hydroxypropyl méthylcellulose","en:e460i,en:e460,en:maltodextrin,en:calcium,en:minerals,en:e300,en:magnesium,fr:fecule-de-maiis,en:e375,en:iron,en:vitamin-e,en:e304i,en:e304,en:zinc,en:pantothenic-acid,en:vitamins,en:e101,en:vitamin-b6,en:manganese,en:thiamin,en:copper,en:vitamin-a,en:folic-acid,en:folate,fr:lode,en:menaquinone,en:vitamin-k,en:selenium,en:vitamin-b12,en:biotin,en:molybdenum,en:chromium,en:cholecalciferol,en:vitamin-d,en:stabiliser,en:e464,en:e170i,en:e170,fr:0xyde-de-magnesium,en:iron-fumarate,fr:d-a-acetate-de-tocopheryle,fr:0xyde-de-zinc,en:d-pantothenate-calcium,en:pyridoxine-hydrochloride,en:manganese-sulfate,en:thiamin-hydrochloride,fr:gluconate-cuivrique,fr:acetate-de-retinyle,fr:lodure-de-potassium,fr:menaquinone-7,en:sodium-selenite,fr:methyl-cobalamine,en:sodium-molybdate,en:chromium-picolinate,fr:polyvinylpyrrolidone-k-30",not-applicable,,"en:dietary-supplements,en:vitamins","en:vegetarian,en:no-gmos,en:vegan","en:belgium,en:germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000043,1577550049,Butter Burst,30 compresse,0,14 g,14,Herbalife,pt:pão com queijo,,,,,e,45,pt:pao-com-queijo,,"en:france,en:spain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000044,1718740618,Mozzarella,,,100.0g,100,I formaggi nobili,,,,,,unknown,,,,en:ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000045,1684495899,Gummie,,,9 g,9,,en:vegetable-gyoza,"Organic, USDA Organic, en:vegan",,"acrylate adhesive, polyester, silicone adhesive","en:acrylate-adhesive,en:polyester,en:silicone-adhesive",unknown,,"en:meals,en:pasta-dishes,en:stuffed-pastas,en:ravioli,en:japanese-ravioli,en:vegetable-gyoza","en:vegetarian,en:organic,en:usda-organic,en:vegan",en:ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000046,1619390970,1up,16 oz,453.59237,0g,0,Streawberry shortcake,"Plant-based foods and beverages, Plant-based foods, Nuts and their products, Nuts, Brazil nuts, Protein","Organic, USDA Organic, en:non-gmo-project",,,,unknown,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:nuts-and-their-products,en:nuts,en:brazil-nuts,en:protein","en:organic,en:no-gmos,en:usda-organic,en:non-gmo-project",en:united-kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000047,1633771079,Confirure de fruits rouges,,,,,Nature's Bounty,,"No lactose, en:no-artificial-flavors",,,,unknown,,,"en:no-artificial-flavors,en:no-lactose",en:france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000048,1756304949,,,,,,,,,,,,,,,,en:united-states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000049,1695456180,Mre Lite,,,29g,29,Redcon1,,"Vegetarian, Vegan",,"Whole Food Protein Blend (Beef Protein Isolate, Pea Protein, Brown Rice Protein, Chicken Protein, Egg Albumin, Salmon Protein), Milk Powder (for texture), Medium Chain Triglyceride (MCT) Oil Powder (Nonfat Dry Milk, Potassium Phosphate), Natural and Artificial Flavors, Cellulose Gum, Sucralose, Acesulfame Potassium, Maltodextrin, Salt, Silicon Dioxide","en:whole-food-protein-blend,en:milk-powder,en:dairy,en:medium-chain-triglyceride,en:oil,en:oil-and-fat,en:natural-and-artificial-flavouring,en:flavouring,en:natural-flavouring,en:artificial-flavouring,en:e466,en:e955,en:e950,en:maltodextrin,en:salt,en:e551,en:beef-protein-isolate,en:pea-protein,en:protein,en:plant-protein,en:whole-rice-protein,en:rice-protein,en:chicken-protein,en:poultry,en:animal-protein,en:chicken,en:egg-white,en:egg,en:salmon-protein,en:for-texture,en:mct,en:skimmed-milk-powder,en:e340",unknown,,,"en:vegetarian,en:vegan",en:united-kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000050,1620494631,Thermo complete,"78,9g",78.9,1000mg,1,Bulk Supplements,Compléments alimentaires,"Végétarien, Végétalien, Point Vert",,"tions melles microcristalline), extrait de thé vert (Camellia sinensis), amidon de mais, rinés % VNR* extrait de cacao (Theobroma cacao), ng.... 50 % extrait de yerba maté (llex paraguariensis), poudre de caféine, poudre de cannelle Bmng Cinnamomum verum), anti-agglomérants ng (dioxyde de silicium, acides gras, mg carboxyméthylcellulose de sodium, sels ing ing de magnésium d'acides gras), poudre ng de céleri (Apium graveolens), poudre ing de persil (Petroselinum crispum), acide L-ascorbique, poudre de luzerne (Medicago sativa), poudre de fenouil (Foeniculum vulgare), enrobage du comprimé lagent d'enrobage (carboxyméthylcellulose de sodium), dextrine, dextrose, émulsifiant ing Amg 2mg ste derencelécithine de soja)l, poudre de réglisse te dage (Glycyrrhiza glabra). Conseil : pour les relulose AFERIROPE LIMITED allergènes, voir les ingrédients en gras. ©2015 HERBALIFE LOO5OF R-05 SK Uo050","fr:tions-melles-microcristalline,en:green-tea-extract,en:plant,en:tea,en:green-tea,en:corn-starch,en:starch,fr:rines-vnr-extrait-de-cacao,fr:ng,en:mate,en:caffeine,fr:poudre-de-cannelle-bmng-cinnamomum-verum,fr:anti-agglomerants-ng,fr:poudre-ng-de-celeri,fr:poudre-ing-de-persil,en:e300,en:alfalfa,en:fennel,en:vegetable,en:stalk-vegetable,fr:enrobage-du-comprime-lagent-d-enrobage,en:e1400,en:dextrose,en:added-sugar,en:monosaccharide,en:glucose,fr:emulsifiant-ing-amg-2mg-ste-derencelecithine-de-soja-l,fr:poudre-de-reglisse-te-dage,fr:conseil,fr:2015-herbalife-loo5of-r-05-sk-uo050,fr:camellia-sinensis,fr:theobroma-cacao,fr:llex-paraguariensis,en:e551,en:e570,fr:mg-carboxymethylcellulose-de-sodium,fr:sels-ing-ing-de-magnesium-d-acides-gras,en:celery,en:parsley,en:herb,en:leaf-vegetable,fr:medicago-sativa,en:e466,en:liquorice,fr:pour-les-relulose-aferirope-limited-allergenes",not-applicable,,en:dietary-supplements,"en:vegetarian,en:vegan,en:green-dot",en:france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000051,1480622364,Fondants Citron,660 g (30 étuis individuels),660,,,Lindt,Confitures,"Point Vert, Fabriqué en France",,"mûre bio 50% (fruit 27%, purée 23%) sucre de canne bio, gélifiant: pectine de fruits, traces éventuelle de fruit à coques","en:blackberry,en:fruit,en:berries,en:cane-sugar,en:added-sugar,en:disaccharide,en:sugar,en:gelling-agent,fr:traces-eventuelle-de-fruit-a-coques,en:puree,en:fruit-pectin,en:e440a",d,17,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:spreads,en:plant-based-spreads,en:sweet-spreads,en:fruit-and-vegetable-preserves,en:jams","en:green-dot,en:made-in-france",en:france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000052,1693991621,Organic Erythritol Granulated,1 kg,1000,,,Weight Watchers,croquettes chat,"No gluten, Organic, EU Organic, Non-EU Agriculture, CN-BIO-140",,100% certified organic granulated erythritol,en:e968,a,0,fr:croquettes-chat,"en:no-gluten,en:organic,en:eu-organic,en:non-eu-agriculture,en:cn-bio-140","en:france,en:united-kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000053,1543402408,Chunky blue cheese dressing,35 gram,35,0g,0,Lighthouse,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits and crackers, Biscuits, Dressing",,,,,unknown,,"en:snacks,en:condiments,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits-and-crackers,en:biscuits,en:sauces,en:salad-dressings",,en:france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000055,1540231828,Calcium,660 g,660,1 g,1,Carbide Forte,"Snacks,Snacks sucrés,Biscuits et gâteaux,Gâteaux,Gâteaux au chocolat,Moelleux au chocolat",Triman,,"Sucre, blanc d'œufs 19%, beurre concentré, chocolat noir 12.5% (pâte de cacao, sucre, beurre de cacao, matière grasse laitière anhydre, émulsifiant: lécithines (soja), arôme naturel de vanille), poudre d'amande 12%, farine de blé 11%, ceufs 5.5%, sirop de glucose-fructose, stabilisant : glycérol, cacao maigre en poudre, sel, arôme naturel de cacao. Peut contenir des traces d'autres fruits à coque.","en:sugar,en:added-sugar,en:disaccharide,en:egg-white,en:egg,en:butterfat,en:dairy,en:oil-and-fat,en:fat,en:milkfat,en:dark-chocolate,en:chocolate,en:powdered-almonds,en:nut,en:tree-nut,en:almond,en:wheat-flour,en:cereal,en:flour,en:wheat,en:cereal-flour,fr:ceufs,en:glucose-fructose-syrup,en:monosaccharide,en:fructose,en:glucose,en:stabiliser,en:fat-reduced-cocoa-powder,en:plant,en:cocoa,en:cocoa-powder,en:salt,en:natural-cocoa-flavouring,en:flavouring,en:natural-flavouring,en:cocoa-paste,en:cocoa-butter,fr:matiere-grasse-de-lait-anhydre,en:emulsifier,en:natural-vanilla-flavouring,en:vanilla-flavouring,en:e422,en:e322,en:soya-lecithin,en:e322i",unknown,,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:chocolate-cakes,en:molten-chocolate-cakes",fr:triman,en:france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000056,1738330122,juca,,,,,piraque,,,,leite  egua,en:leite-egua,unknown,,,,en:brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000057,1578255161,Wonderful pistachios,,,0g,0,Wonderful,Nuts,,,,,unknown,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:nuts-and-their-products,en:nuts",,en:france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000058,1730873549,Frosty dishes Econom,,,,,,,,,,,unknown,,,,en:moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000059,1644396404,Paleo Bar,,,,,,,Prodotto in Spagna,,,,unknown,,,en:made-in-spain,en:italy,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000060,1734386971,Rouge bol,,,500.0g,500,Poulet rouge,,,,,,unknown,,,,en:ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000061,1552594017,Pâte à tartiner chocolatée sans allergènes,100,0,100g,100,KALINER,Choux,,,,,d,13,fr:choux,,"en:france,en:germany",off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000062,1579617519,Abricots,250g,250,,,Kazidomi,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Dried products,Fruits based foods,Dried plant-based foods,Fruits,Dried fruits,Dried apricots",,,Abricots,"en:apricot,en:fruit,en:prunus-species-fruit",a,-4,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:dried-products,en:fruits-based-foods,en:dried-plant-based-foods,en:fruits,en:dried-fruits,en:dried-apricots",,en:belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000063,1764255849,,,,,,,,,,,,,,,,en:germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000064,1695911374,Organic hemp seeds,1kg,1000,30 g,30,Sevenhills,,,,,,unknown,,,,en:united-kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000065,1560953951,,,,,,vegavero,,,,,,unknown,,,,en:spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000066,1694421783,,500 g,500,,,,,"Organic, Vegetarian, EU Organic, Vegan, GB-ORG-05, Soil Association Organic, The Vegan Society",,,,unknown,,,"en:organic,en:vegetarian,en:eu-organic,en:vegan,en:gb-org-05,en:soil-association-organic,en:the-vegan-society",en:united-kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000067,1564924078,,,,,,vitamaze,Kaurajuomat,"Vegetarian, Vegan, en:no-gluten",,"Füllstoff (Mikrokristalline Cellulose), Zinkglu - conat, Modifizierte Stärke, Biotin (Vitamin B7), Natriumselenit.","es:fullstoff,es:zinkglu,es:conat,es:modifizierte-starke,en:biotin,en:vitamins,es:natriumselenit,es:mikrokristalline-cellulose",unknown,,"en:beverages-and-beverages-preparations,en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:dairy-substitutes,en:cereals-and-their-products,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:cereal-based-drinks,en:oat-based-drinks","en:no-gluten,en:vegetarian,en:vegan",en:spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000068,1728862210,,,,0g,0,Terra Delyssa,Fats,,,"Kakaomasse*, Rohrzucker*, 10% karamellisierte Kokosflocken* (Kokosnuss*, Rohrzucker*), Kakaobutter*. *aus biologischer Landwirtschaft Kakao: 72%","en:kakaomasse,en:rohrzucker,en:karamellisierte-kokosflocken,en:kakaobutter,en:aus-biologischer-landwirtschaft-kakao,en:kokosnuss",d,18,en:fats,,en:united-states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000069,1559142480,,100 g,100,,,florette,,en:nutriscore,EMB 50267,,,unknown,,,en:nutriscore,en:egypt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000070,1532324797,genoise chocolat bijou,920 g,920,,,Bijou,1,en:gb-org-05,,,,unknown,,en:1,"en:organic,en:eu-organic,en:gb-org-05",en:france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000071,1571091119,Baharat,,,,,"Achterhof, Nutri-Plus","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Fette, Pflanzenfette, Pflanzenöle, fr:Huiles de ricin","Bio, Vegetarisch, Vegan, Laktosefrei, en:Soil Association Organic",,,,e,20,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fats,en:vegetable-fats,en:vegetable-oils,fr:huiles-de-ricin","en:organic,en:vegetarian,en:vegan,en:no-lactose,en:soil-association-organic",en:germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000072,1603489739,Protien iced tea,,,0g,0,Chike,Tea,,,"Aqua, Cocos Nucifera Fruit Juice, Aloe Barbadensis Leaf Juice, Butyrospermum Parkii Butter, Dicaprylyl Carbonate, Caprylic/Capric Triglyceride, Olea Europaea Fruit Oil, Cetearyl Alcohol, Glyceryl Stearate SE, Hexyidecanol, Hexyldecyl Laurate, Hydrogenated Vegetable Glycerides, Argania Spinosa Kernel Oilt, Glycerin, Squalane, Sodium Hyaluronate, Cucumis Sativus Extract, Sodium Stearoyl Glutamate, Glyceryl Caprylate, Toco- pherol (Vitamin E), Xanthan Gum, Sodium Phytate, Sodium Ben- zoate, Citric Acid, Sodium Levulinate, Sodium Anisate, Parfum &quot;certified organic X000WD7L2D","en:water,en:cocos-nucifera-fruit-juice,en:aloe-vera,en:vegetable,en:butyrospermum-parkii-butter,en:dicaprylyl-carbonate,en:caprylic,en:capric-triglyceride,en:olea-europaea-fruit-oil,en:cetearyl-alcohol,en:glyceryl-stearate-se,en:hexyidecanol,en:hexyldecyl-laurate,en:hydrogenated-vegetable-glycerides,en:argania-spinosa-kernel-oilt,en:e422,en:squalane,en:sodium-hyaluronate,en:cucumis-sativus-extract,en:sodium-stearoyl-glutamate,en:glyceryl-caprylate,en:toco,en:pherol,en:e415,en:sodium-phytate,en:sodium-ben,en:zoate,en:e330,en:sodium-levulinate,en:sodium-anisate,en:parfum-x000wd7l2d,en:vitamin-e,en:vitamins",unknown,,"en:beverages-and-beverages-preparations,en:plant-based-foods-and-beverages,en:beverages,en:hot-beverages,en:plant-based-beverages,en:teas",,en:spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000073,1694803692,Whopper,240 sift gels,0,100.0g,100,nutra vita,"Dietary supplements, Vitamins, Omega-3",,,"660mg 440mg the UK.) MADE IN UK LYON J765624.v00 X000KLI7E3 of water. CAUTION: Do recommended do pregnant, breast prescription medic daily with medical supervision advisable to const taking any suppleme product is not intend cure or prevent any Discontinue use and GP if adverse reacto Not suitable for pers the age of 18. Keep of children at all in use if seal is broken Food supplements be used as a s subs varied and balan healthy lifestyle EAN: 713179312293","en:the-uk-made-in-uk-lyon-j765624-v00-x000kli7e3-of-water,en:caution,en:breast-prescription-medic-daily-with-medical-supervision-advisable-to-const-taking-any-suppleme-product-is-not-intend-cure-and-prevent-any-discontinue-use-and-gp-if-adverse-reacto-not-suitable-for-pers-the-age-of-18,en:keep-of-children-at-all-in-use-if-seal-is-broken-food-supplements-be-used-as-a-s-subs-varied-and-balan-healthy-lifestyle-ean,en:do-recommended-do-pregnant,en:713179312293",not-applicable,,"en:dietary-supplements,en:vitamins,en:omega-3",,en:germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000074,1646609484,Chlorure de magnésium (nigari),,,3.0g,3,Nature et partage,,,,,,unknown,,,,en:ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000075,1586350894,,,,,,,,,,"potato, high oleic sunflower oil (31%) flavourings, rice flour, salt, cornflour sugar, citric acid,","en:potato,en:vegetable,en:root-vegetable,en:tuber,en:high-oleic-sunflower-oil,en:oil-and-fat,en:vegetable-oil-and-fat,en:vegetable-oil,en:sunflower-oil,en:flavouring,en:rice-flour,en:flour,en:rice,en:salt,en:cornflour-sugar,en:e330",unknown,,,,en:united-kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000076,1671270905,Gammon steaks,,,,,Tesco,,,,,,unknown,,,,en:united-kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000077,1566119047,,,,77.0g,77,Oats overnight,Suplementos dietéticos,,,,,not-applicable,,en:dietary-supplements,,en:spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000078,1516565765,Whey Protein Isolate,2268 g,2268,,,NOW SPORTS,"Dietary supplements, Bodybuilding supplements, Protein powders",,,,,not-applicable,,"en:dietary-supplements,en:bodybuilding-supplements,en:protein-powders",,en:united-states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000079,1560693460,Vitamine C poudre,,,,,Nutrivita,"Snacks,Snacks sucrés,Cacao et dérivés,Chocolats,Compléments alimentaires",,,,,not-applicable,,"en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates,en:dietary-supplements",,"en:france,en:spain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
